"ref_num","name","link","posted_on"
"QDi.352","MAULANA FAZLULLAH","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/maulana-fazlullah","07 April 2015"
"QDi.387","Mohammed Abdel-Halim Hemaida Saleh","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/mohammed-abdel-halim-hemaida-saleh","29 February 2016"
"QDi.388","Salim Benghalem","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/salim-benghalem","29 February 2016"
"QDi.389","Abu Ubaydah Yusuf al-Anabi","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/abu-ubaydah-yusuf-al-anabi","29 February 2016"
"QDi.392","Faysal Ahmad Bin Ali Al-Zahrani","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/faysal-ahmad-bin-ali-al-zahrani","20 April 2016"
"QDi.394","Husayn Juaythini","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/husayn-juaythini","20 April 2016"
"QDi.395","Muhammad Sholeh Ibrahim","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/muhammad-sholeh-ibrahim","20 April 2016"
"QDi.396","Aslan Avgazarovich Byutukaev","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/aslan-avgazarovich-byutukaev","03 August 2016"
"QDi.397","Ayrat Nasimovich Vakhitov","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/ayrat-nasimovich-vakhitov","03 August 2016"
"QDi.398","Rustam Magomedovich Aselderov","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/rustam-magomedovich-aselderov","12 December 2016"
"QDi.399","Bassam Ahmad al-Hasri","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/bassam-ahmad-al-hasri","22 February 2017"
"QDi.400","IYAD NAZMI SALIH KHALIL","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/iyad-nazmi-salih-khalil","22 February 2017"
"QDi.401","Ghalib Abdullah al-Zaidi","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/ghalib-abdullah-al-zaidi","22 February 2017"
"QDi.403","FARED SAAL","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/fared-saal","16 June 2017"
"QDi.404","Muhammad Bahrum Naim Anggih Tamtomo","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/muhammad-bahrum-naim-anggih-tamtomo","20 July 2017"
"QDi.405","Malik Ruslanovich Barkhanoev","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/malik-ruslanovich-barkhanoev","20 July 2017"
"QDi.406","Murad Iraklievich Margoshvili","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/murad-iraklievich-margoshvili","20 July 2017"
"QDi.407","Oman Rochman","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/oman-rochman","20 July 2017"
"QDi.408","Alexanda Amon Kotey","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/alexanda-amon-kotey","20 July 2017"
"QDi.409","Elshafee El Sheikh","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/elshafee-el-sheikh","20 July 2017"
"QDi.410","SHANE DOMINIC CRAWFORD","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/shane-dominic-crawford","18 August 2017"
"QDi.411","SALIM MUSTAFA MUHAMMAD AL-MANSUR","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/salim-mustafa-muhammad-al-mansur","06 March 2018"
"QDi.412","UMAR MAHMUD IRHAYYIM AL-KUBAYSI","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/umar-mahmud-irhayyim-al-kubaysi","06 March 2018"
"QDi.413","MYRNA AJIJUL MABANZA","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/myrna-ajijul-mabanza","18 June 2018"
"QDi.414","ABDULPATTA ESCALON ABUBAKAR","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/abdulpatta-escalon-abubakar","18 June 2018"
"QDi.415","ADNAN ABOU WALID AL-SAHRAOUI","https://www.un.org/securitycouncil/content/adnan-abou-walid-al-sahraoui","09 August 2018"
"QDi.416","Mohammed Yusip Karim","https://www.un.org/securitycouncil/content/mohammed-yusip-karim","23 August 2018"
"QDi.417","Mohamad Rafi Bin Udin","https://www.un.org/securitycouncil/content/mohamad-rafi-bin-udin","23 August 2018"
"QDi.418","Muhammed Reza Lahaman Kiram","https://www.un.org/securitycouncil/content/muhammed-reza-lahaman-kiram","23 August 2018"
"QDi.419","ANJEM CHOUDARY","https://www.un.org/securitycouncil/content/anjem-choudary","15 October 2018"
"QDi.420","Taha Ibrahim Abdallah Bakr Al Khuwayta","https://www.un.org/securitycouncil/content/taha-ibrahim-abdallah-bakr-al-khuwayt","19 November 2018"
"QDi.387","Mohammed Abdel-Halim Hemaida Saleh","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/mohammed-abdel-halim-hemaida-saleh","29 February 2016"
"QDi.388","Salim Benghalem","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/salim-benghalem","29 February 2016"
"QDi.389","Abu Ubaydah Yusuf al-Anabi","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/abu-ubaydah-yusuf-al-anabi","29 February 2016"
"QDi.392","Faysal Ahmad Bin Ali Al-Zahrani","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/faysal-ahmad-bin-ali-al-zahrani","20 April 2016"
"QDi.394","Husayn Juaythini","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/husayn-juaythini","20 April 2016"
"QDi.395","Muhammad Sholeh Ibrahim","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/muhammad-sholeh-ibrahim","20 April 2016"
"QDi.396","Aslan Avgazarovich Byutukaev","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/aslan-avgazarovich-byutukaev","03 August 2016"
"QDi.397","Ayrat Nasimovich Vakhitov","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/ayrat-nasimovich-vakhitov","03 August 2016"
"QDi.398","Rustam Magomedovich Aselderov","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/rustam-magomedovich-aselderov","12 December 2016"
"QDi.399","Bassam Ahmad al-Hasri","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/bassam-ahmad-al-hasri","22 February 2017"
"QDi.400","IYAD NAZMI SALIH KHALIL","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/iyad-nazmi-salih-khalil","22 February 2017"
"QDi.401","Ghalib Abdullah al-Zaidi","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/ghalib-abdullah-al-zaidi","22 February 2017"
"QDi.403","FARED SAAL","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/fared-saal","16 June 2017"
"QDi.404","Muhammad Bahrum Naim Anggih Tamtomo","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/muhammad-bahrum-naim-anggih-tamtomo","20 July 2017"
"QDi.405","Malik Ruslanovich Barkhanoev","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/malik-ruslanovich-barkhanoev","20 July 2017"
"QDi.406","Murad Iraklievich Margoshvili","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/murad-iraklievich-margoshvili","20 July 2017"
"QDi.407","Oman Rochman","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/oman-rochman","20 July 2017"
"QDi.408","Alexanda Amon Kotey","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/alexanda-amon-kotey","20 July 2017"
"QDi.409","Elshafee El Sheikh","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/elshafee-el-sheikh","20 July 2017"
"QDi.410","SHANE DOMINIC CRAWFORD","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/shane-dominic-crawford","18 August 2017"
"QDi.411","SALIM MUSTAFA MUHAMMAD AL-MANSUR","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/salim-mustafa-muhammad-al-mansur","06 March 2018"
"QDi.412","UMAR MAHMUD IRHAYYIM AL-KUBAYSI","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/umar-mahmud-irhayyim-al-kubaysi","06 March 2018"
"QDi.413","MYRNA AJIJUL MABANZA","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/myrna-ajijul-mabanza","18 June 2018"
"QDi.414","ABDULPATTA ESCALON ABUBAKAR","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/abdulpatta-escalon-abubakar","18 June 2018"
"QDi.415","ADNAN ABOU WALID AL-SAHRAOUI","https://www.un.org/securitycouncil/content/adnan-abou-walid-al-sahraoui","09 August 2018"
"QDi.416","Mohammed Yusip Karim","https://www.un.org/securitycouncil/content/mohammed-yusip-karim","23 August 2018"
"QDi.417","Mohamad Rafi Bin Udin","https://www.un.org/securitycouncil/content/mohamad-rafi-bin-udin","23 August 2018"
"QDi.418","Muhammed Reza Lahaman Kiram","https://www.un.org/securitycouncil/content/muhammed-reza-lahaman-kiram","23 August 2018"
"QDi.419","ANJEM CHOUDARY","https://www.un.org/securitycouncil/content/anjem-choudary","15 October 2018"
"QDi.420","Taha Ibrahim Abdallah Bakr Al Khuwayta","https://www.un.org/securitycouncil/content/taha-ibrahim-abdallah-bakr-al-khuwayt","19 November 2018"
"QDi.421","Hamza Usama Muhammad bin Laden","https://www.un.org/securitycouncil/content/hamza-usama-muhammad-bin-laden","28 February 2019"
"QDi.422","Mohammed Masood Azhar Alvi","https://www.un.org/securitycouncil/content/mohammed-masood-azhar-alvi","01 May 2019"
"QDi.423","ALI MAYCHOU","https://www.un.org/securitycouncil/content/ali-maychou","14 August 2019"
"QDi.424","BAH AG MOUSSA","https://www.un.org/securitycouncil/content/bah-ag-moussa","14 August 2019"
"QDi.425","AMADOU KOUFA","https://www.un.org/securitycouncil/content/amadou-koufa","04 February 2020"
"QDi.426","Amir Muhammad Sa’id Abdal-Rahman al-Salbi","https://www.un.org/securitycouncil/content/amir-muhammad-sa%E2%80%99id-abdal-rahman-al-salbi","21 May 2020"
"QDi.427","Noor Wali Mehsud","https://www.un.org/securitycouncil/content/noor-wali-mehsud","16 July 2020"
"QDi.428","Jamal Hussein Hassan Zeiniye","https://www.un.org/securitycouncil/content/jamal-hussein-hassan-zeiniye","08 October 2020"
"QDi.429","Mohammad Ali al Habbo","https://www.un.org/securitycouncil/content/mohammad-ali-al-habbo","17 June 2021"
"QDi.430","Emraan Ali","https://www.un.org/securitycouncil/content/emraan-ali","23 November 2021"
"QDi.431","Sanaullah Ghafari","https://www.un.org/securitycouncil/content/sanaullah-ghafari","21 December 2021"
"QDi.432","Ashraf al-Qizani","https://www.un.org/securitycouncil/content/ashraf-al-qizani","30 December 2021"
"QDi.433","ABDUL REHMAN MAKKI","https://www.un.org/securitycouncil/content/abdul-rehman-makki%E2%80%AF","16 January 2023"
"QDi.434","Maulawi Rajab","https://www.un.org/securitycouncil/content/maulawi-rajab","26 April 2023"
"QDi.435","Sultan Aziz Azam","https://www.un.org/securitycouncil/content/sultan-aziz-azam","26 April 2023"
