"web_page","ref_num","name","link","posted_on"
"06-","QDi.218","GUN GUN RUSMAN GUNAWAN","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/gun-gun-rusman-gunawan","08 April 2011"
"06-","QDi.219","TAUFIK RIFKI","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/taufik-rifki","08 April 2011"
"06-","QDi.222","NESSIM BEN ROMDHANE SAHRAOUI","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/nessim-ben-romdhane-sahraoui","14 September 2009"
"06-","QDi.223","MERAI ABDEFATTAH KHALIL ZOGHBI","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/merai-abdefattah-khalil-zoghbi","07 May 2009"
"06-","QDi.226","NAJMUDDIN FARAJ AHMAD","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/najmuddin-faraj-ahmad","08 April 2011"
"06-","QDi.228","MOHAMMED AL GHABRA","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/mohammed-al-ghabra","30 October 2009"
"06-","QDi.229","ALY SOLIMAN MASSOUD ABDUL SAYED","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/aly-soliman-massoud-abdul-sayed","06 April 2009"
"06-","QDi.231","SALEM NOR ELDIN AMOHAMED AL-DABSKI","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/salem-nor-eldin-amohamed-al-dabski","06 April 2009"
"07-","QDi.232","ABDELMALEK DROUKDEL","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/abdelmalek-droukdel","15 June 2009"
"07-","QDi.236","HAMID ABDALLAH AHMAD AL-ALI","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/hamid-abdallah-ahmad-al-ali","06 April 2009"
"07-","QDi.237","JABER ABDALLAH JABER AHMAD AL-JALAHMAH","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/jaber-abdallah-jaber-ahmad-al-jalahmah","03 January 2014"
"07-","QDi.238","MUBARAK MUSHAKHAS SANAD MUBARAK AL-BATHALI","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/mubarak-mushakhas-sanad-mubarak-al-bathali","06 April 2009"
"07-","QDi.241","ANGELO RAMIREZ TRINIDAD","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/angelo-ramirez-trinidad","07 May 2009"
"07-","QDi.242","DINNO AMOR ROSALEJOS PAREJA","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/dinno-amor-rosalejos-pareja","07 May 2009"
"07-","QDi.243","FELICIANO SEMBORIO DELOS REYES JR.","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/feliciano-semborio-delos-reyes-jr.","07 May 2009"
"07-","QDi.244","HILARION DEL ROSARIO SANTOS III","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/hilarion-del-rosario-santos","07 May 2009"
"07-","QDi.245","PIO ABOGNE DE VERA","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/pio-abogne-de-vera","07 May 2009"
"07-","QDi.246","REDENDO CAIN DELLOSA","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/redendo-cain-dellosa","07 May 2009"
"07-","QDi.247","RUBEN PESTANO LAVILLA, JR.","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/ruben-pestano-lavilla%2C-jr.","07 May 2009"
"07-","QDi.248","RICARDO PEREZ AYERAS","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/ricardo-perez-ayeras","07 May 2009"
"07-","QDi.249","YAHIA DJOUADI","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/yahia-djouadi","28 January 2009"
"07-","QDi.250","AMOR MOHAMED GHEDEIR","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/amor-mohamed-ghedeir","28 January 2009"
"07-","QDi.251","SALAH EDDINE GASMI","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/salah-eddine-gasmi","28 January 2009"
"07-","QDi.252","AHMED DEGHDEGH","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/ahmed-deghdegh","28 January 2009"
"07-","QDi.261","ADEM YILMAZ","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/adem-yilmaz","09 March 2009"
"07-","QDi.262","REDOUANE EL HABHAB","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/redouane-el-habhab","09 March 2009"
"07-","QDi.263","HAFIZ MUHAMMAD SAEED","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/hafiz-muhammad-saeed","09 March 2009"
"07-","QDi.264","ZAKI-UR-REHMAN LAKHVI","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/zaki-ur-rehman-lakhvi","09 March 2009"
"07-","QDi.265","HAJI MUHAMMAD ASHRAF","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/haji-muhammad-ashraf","09 March 2009"
"07-","QDi.266","MAHMOUD MOHAMMAD AHMED BAHAZIQ","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/mahmoud-mohammad-ahmed-bahaziq","09 March 2009"
"07-","QDi.268","ABDUL HAQ","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/abdul-haq","13 August 2009"
"07-","QDi.271","ARIF QASMANI","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/arif-qasmani","14 September 2009"
"07-","QDi.272","MOHAMMED YAHYA MUJAHID","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/mohammed-yahya-mujahid","14 September 2009"
"07-","QDi.273","FAZEEL-A-TUL SHAYKH ABU MOHAMMED AMEEN AL-PESHAWARI","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/fazeel-a-tul-shaykh-abu-mohammed-ameen-al","14 September 2009"
"07-","QDi.276","AKRAM TURKI HISHAN AL-MAZIDIH","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/akram-turki-hishan-al-mazidih","11 March 2010"
"07-","QDi.277","GHAZY FEZZA HISHAN AL-MAZIDIH","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/ghazy-fezza-hishan-al-mazidih","11 March 2010"
"07-","QDi.278","MUTHANNA HARITH AL-DARI","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/muthanna-harith-al-dari","25 March 2010"
"07-","QDi.279","MOHAMED BELKALEM","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/mohamed-belkalem","22 April 2010"
"08-","QDi.280","TAYEB NAIL","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/tayeb-nail","22 April 2010"
"08-","QDi.282","QASIM YAHYA MAHDI AL-RIMI","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/qasim-yahya-mahdi-al-rimi","11 May 2010"
"08-","QDi.283","ANWAR NASSER ABDULLA AL-AULAQI","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/anwar-nasser-abdulla-al-aulaqi","20 July 2010"
"08-","QDi.289","SAID JAN ‘ABD AL-SALAM","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/said-jan-%E2%80%98abd-al-salam","09 February 2011"
"08-","QDi.290","DOKU KHAMATOVICH UMAROV","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/doku-khamatovich-umarov","10 March 2011"
"08-","QDi.291","IBRAHIM HASSAN TALI AL-ASIRI","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/ibrahim-hassan-tali-al-asiri","24 March 2011"
"08-","QDi.292","OTHMAN AHMED OTHMAN AL-GHAMDI","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/othman-ahmed-othman-al-ghamdi","16 June 2011"
"08-","QDi.293","ABDUL RAHIM BA’ASYIR","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/abdul-rahim-ba%E2%80%99asyir","19 July 2011"
"08-","QDi.294","UMAR PATEK","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/umar-patek","19 July 2011"
"08-","QDi.295","MUHAMMAD JIBRIL ABDUL RAHMAN","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/muhammad-jibril-abdul-rahman","12 August 2011"
"08-","QDi.296","MATI UR-REHMAN ALI MUHAMMAD","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/mati-ur-rehman-ali-muhammad","22 August 2011"
"08-","QDi.298","ABD AL-RAHMAN OULD MUHAMMAD AL-HUSAYN OULD MUHAMMAD SALIM","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/abd-al-rahman-ould-muhammad-al-husayn-ould","15 September 2011"
"08-","QDi.299","IBRAHIM AWWAD IBRAHIM ALI AL-BADRI AL-SAMARRAI","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/ibrahim-awwad-ibrahim-ali-al-badri-al-samarrai","05 October 2011"
"08-","QDi.300","MONIR CHOUKA","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/monir-chouka","25 January 2012"
"08-","QDi.301","YASSIN CHOUKA","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/yassin-chouka","25 January 2012"
"08-","QDi.303","FAZAL RAHIM","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/fazal-rahim","06 March 2012"
"08-","QDi.304","MOCHAMMAD ACHWAN","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/mochammad-achwan","12 March 2012"
"08-","QDi.305","ABDUL ROSYID RIDHO BA’ASYIR","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/abdul-rosyid-ridho-ba%E2%80%99asyir","12 March 2012"
"08-","QDi.306","MUSTAFA HAJJI MUHAMMAD KHAN","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/mustafa-hajji-muhammad-khan","14 March 2011"
"08-","QDi.307","HAFIZ ABDUL SALAM BHUTTAVI","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/hafiz-abdul-salam-bhuttavi","14 March 2012"
"08-","QDi.308","ZAFAR IQBAL","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/zafar-iqbal","14 March 2012"
"08-","QDi.309","ABDUR REHMAN","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/abdur-rehman","14 March 2011"
"08-","QDi.311","AYYUB BASHIR","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/ayyub-bashir","18 October 2012"
"08-","QDi.312","AAMIR ALI CHAUDHRY","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/aamir-ali-chaudhry","18 October 2012"
"08-","QDi.313","DJAMEL AKKACHA","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/djamel-akkacha","05 February 2013"
"08-","QDi.314","ABDERRAHMANE OULD EL AMAR","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/abderrahmane-ould-el-amar","22 February 2013"
"08-","QDi.315","HAMADA OULD MOHAMED EL KHAIRY","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/hamada-ould-mohamed-el-khairy","22 February 2013"
"08-","QDi.316","IYAD AG GHALI","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/iyad-ag-ghali","25 February 2013"
"08-","QDi.317","ABU MOHAMMED AL-JAWLANI","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/abu-mohammed-al-jawlani","24 July 2013"
"08-","QDi.318","MUHAMMAD JAMAL ABD-AL RAHIM AHMAD AL-KASHIF","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/muhammad-jamal-abd-al-rahim-ahmad-al-kashif","21 October 2013"
"09-","QDi.319","MOHAMED LAHBOUS","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/mohamed-lahbous","24 October 2013"
"09-","QDi.320","ABD-AL-HAMID AL-MASLI","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/abd-al-hamid-al-masli","26 November 2013"
"09-","QDi.322","ABUBAKAR MOHAMMED SHEKAU","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/abubakar-mohammed-shekau","26 June 2014"
"09-","QDi.323","SAID ARIF","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/said-arif","15 August 2014"
"09-","QDi.324","ABDUL MOHSEN ABDALLAH IBRAHIM AL CHAREKH","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/abdul-mohsen-abdallah-ibrahim-al-charekh","15 August 2014"
"09-","QDi.325","ABOU MOHAMED AL ADNANI","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/abou-mohamed-al-adnani","15 August 2014"
"09-","QDi.326","HAMID HAMAD HAMID AL-‘ALI","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/hamid-hamad-hamid-al-%E2%80%98ali","15 August 2014"
"09-","QDi.327","ABDELRAHMAN MOUHAMAD ZAFIR AL DABIDI AL JAHANI","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/abdelrahman-mouhamad-zafir-al-dabidi-al-jahani","15 August 2014"
"09-","QDi.328","HAJJAJ BIN FAHD AL AJMI","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/hajjaj-bin-fahd-al-ajmi","15 August 2014"
"09-","QDi.329","AHMED ABDULLAH SALEH AL-KHAZMARI AL-ZAHRANI","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/ahmed-abdullah-saleh-al-khazmari-al-zahrani","23 September 2014"
"09-","QDi.330","AZZAM ABDULLAH ZUREIK AL-MAULID AL-SUBHI","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/azzam-abdullah-zureik-al-maulid-al-subhi","23 September 2014"
"09-","QDi.331","ANDERS CAMEROON OSTENSVIG DALE","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/anders-cameroon-ostensvig-dale","23 September 2014"
"09-","QDi.332","IBRAHIM SULEIMAN HAMAD AL-HABLAIN","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/ibrahim-suleiman-hamad-al-hablain","23 September 2014"
"09-","QDi.333","SEIFALLAH BEN OMAR BEN MOHAMED BEN HASSINE","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/seifallah-ben-omar-ben-mohamed-ben-hassine","23 September 2014"
"09-","QDi.334","'ABD AL-RAHMAN BIN 'UMAYR AL-NU'AYMI","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/%27abd-al-rahman-bin-%27umayr-al-nu%27aymi","23 September 2014"
"09-","QDi.335","‘ABD AL-RAHMAN KHALAF ‘UBAYD JUDAY’ AL-‘ANIZI","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/%E2%80%98abd-al-rahman-khalaf-%E2%80%98ubayd-juday%E2%80%99-al-%E2%80%98anizi","23 September 2014"
"09-","QDi.336","ANAS HASAN KHATTAB","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/anas-hasan-khattab","23 September 2014"
"09-","QDi.337","MAYSAR ALI MUSA ABDALLAH AL-JUBURI","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/maysar-ali-musa-abdallah-al-juburi","23 September 2014"
"09-","QDi.338","SHAFI SULTAN MOHAMMED AL-AJMI","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/shafi-sultan-mohammed-al-ajmi","23 September 2014"
"09-","QDi.339","‘ABD AL-RAHMAN MUHAMMAD MUSTAFA AL-QADULI","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/%E2%80%98abd-al-rahman-muhammad-mustafa-al-qaduli","23 September 2014"
"09-","QDi.340","EMILIE KONIG","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/emilie-konig","23 September 2014"
"09-","QDi.341","Kevin Jordan Axel Guiavarch","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/kevin-jordan-axel-guiavarch","23 September 2014"
"09-","QDi.342","OUMAR DIABY","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/oumar-diaby","23 September 2014"
"09-","QDi.343","ASHRAF MUHAMMAD YUSUF 'UTHMAN 'ABD AL-SALAM","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/ashraf-muhammad-yusuf-%27uthman-%27abd-al-salam","23 January 2015"
"09-","QDi.344","IBRAHIM ‘ISA HAJJI MUHAMMAD AL-BAKR","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/ibrahim-%E2%80%98isa-hajji-muhammad-al-bakr","23 January 2015"
"09-","QDi.345","TARKHAN TAYUMURAZOVICH BATIRASHVILI","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/tarkhan-tayumurazovich-batirashvili","23 January 2015"
"09-","QDi.348","ANGGA DIMAS PERSHADA","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/angga-dimas-pershada","13 March 2015"
"09-","QDi.349","BAMBANG SUKIRNO","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/bambang-sukirno","13 March 2015"
"09-","QDi.350","WIJI JOKO SANTOSO","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/wiji-joko-santoso","13 March 2015"
"09-","QDi.352","MAULANA FAZLULLAH","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/maulana-fazlullah","07 April 2015"
"10-","QDi.353","Ali Ben Taher Ben Faleh Ouni Harzi","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/ali-ben-taher-ben-faleh-ouni-harzi","10 April 2015"
"10-","QDi.354","Tarak Ben Taher Ben Faleh Ouni Harzi","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/tarak-ben-taher-ben-faleh-ouni-harzi","10 April 2015"
"10-","QDi.355","Sofiane Ben Goumo","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/sofiane-ben-goumo","03 September 2015"
"10-","QDi.356","Aqsa Mahmood","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/aqsa-mahmood","28 September 2015"
"10-","QDi.357","Aseel Muthana","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/aseel-muthana","30 September 2015"
"10-","QDi.358","Nasser Ahmed Muthana","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/nasser-ahmed-muthana","28 September 2015"
"10-","QDi.359","Omar Ali Hussain","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/omar-ali-hussain","28 September 2015"
"10-","QDi.360","Sally-Anne Frances Jones","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/sally-anne-frances-jones","28 September 2015"
"10-","QDi.361","AMRU AL-ABSI","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/amru-al-absi","29 September 2015"
"10-","QDi.363","Maghomed Maghomedzakirovich Abdurkhmanov","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/maghomed-maghomedzakirovich-abdurkhmanov","02 October 2015"
"10-","QDi.364","Islam Seit-Umarovich Atabiev","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/islam-seit-umarovich-atabiev","02 October 2015"
"10-","QDi.365","Akhmed Rajapovich Chataev","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/akhmed-rajapovich-chataev","02 October 2015"
"10-","QDi.366","Tarkhan Ismailovich Gaziev","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/tarkhan-ismailovich-gaziev","02 October 2015"
"10-","QDi.367","Zaurbek Salimovich Guchaev","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/zaurbek-salimovich-guchaev","02 October 2015"
"10-","QDi.368","Shamil Magomedovich Ismailov","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/shamil-magomedovich-ismailov","02 October 2015"
"10-","QDi.369","Mu’tassim Yahya ‘Ali al-Rumaysh","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/mu%E2%80%99tassim-yahya-%E2%80%98ali-al-rumaysh","29 September 2015"
"10-","QDi.370","Tarad Mohammad Aljarba","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/tarad-mohammad-aljarba","29 September 2015"
"10-","QDi.371","Abd al-Baset Azzouz","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/abd-al-baset-azzouz","29 February 2016"
"10-","QDi.372","Gulmurod Khalimov","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/gulmurod-khalimov","29 February 2016"
"10-","QDi.374","NUSRET IMAMOVIC","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/nusret-imamovic","29 February 2016"
"10-","QDi.375","Boubaker ben Habib ben al-Hakim","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/boubaker-ben-habib-ben-al-hakim","29 September 2015"
"10-","QDi.376","Peter Cherif","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/peter-cherif","29 September 2015"
"10-","QDi.377","Muhannad al-Najdi","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/muhannad-al-najdi","29 February 2016"
"10-","QDi.378","Maxime Hauchard","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/maxime-hauchard","29 September 2015"
"10-","QDi.380","ABD AL-LATIF BIN ABDALLAH SALIH MUHAMMAD AL-KAWARI","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/abd-al-latif-bin-abdallah-salih-muhammad-al","21 September 2015"
"10-","QDi.382","Sa'd bin Sa'd Muhammad Shariyan al-Ka'bi","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/sa%27d-bin-sa%27d-muhammad-shariyan-al-ka%27bi","21 September 2015"
"10-","QDi.383","Morad Laaboudi","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/morad-laaboudi","29 February 2016"
"10-","QDi.384","Ali Musa al-Shawakh","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/ali-musa-al-shawakh","29 February 2016"
"10-","QDi.385","Hasan al-Salahayn Salih al-Sha’ari","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/hasan-al-salahayn-salih-al-sha%E2%80%99ari","29 February 2016"
"10-","QDi.386","Mounir Ben Dhaou Ben Brahim Ben Helal","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/mounir-ben-dhaou-ben-brahim-ben-helal","29 February 2016"
"11-","QDi.387","Mohammed Abdel-Halim Hemaida Saleh","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/mohammed-abdel-halim-hemaida-saleh","29 February 2016"
"11-","QDi.388","Salim Benghalem","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/salim-benghalem","29 February 2016"
"11-","QDi.389","Abu Ubaydah Yusuf al-Anabi","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/abu-ubaydah-yusuf-al-anabi","29 February 2016"
"11-","QDi.392","Faysal Ahmad Bin Ali Al-Zahrani","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/faysal-ahmad-bin-ali-al-zahrani","20 April 2016"
"11-","QDi.394","Husayn Juaythini","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/husayn-juaythini","20 April 2016"
"11-","QDi.395","Muhammad Sholeh Ibrahim","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/muhammad-sholeh-ibrahim","20 April 2016"
"11-","QDi.396","Aslan Avgazarovich Byutukaev","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/aslan-avgazarovich-byutukaev","03 August 2016"
"11-","QDi.397","Ayrat Nasimovich Vakhitov","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/ayrat-nasimovich-vakhitov","03 August 2016"
"11-","QDi.398","Rustam Magomedovich Aselderov","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/rustam-magomedovich-aselderov","12 December 2016"
"11-","QDi.399","Bassam Ahmad al-Hasri","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/bassam-ahmad-al-hasri","22 February 2017"
"11-","QDi.400","IYAD NAZMI SALIH KHALIL","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/iyad-nazmi-salih-khalil","22 February 2017"
"11-","QDi.401","Ghalib Abdullah al-Zaidi","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/ghalib-abdullah-al-zaidi","22 February 2017"
"11-","QDi.403","FARED SAAL","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/fared-saal","16 June 2017"
"11-","QDi.404","Muhammad Bahrum Naim Anggih Tamtomo","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/muhammad-bahrum-naim-anggih-tamtomo","20 July 2017"
"11-","QDi.405","Malik Ruslanovich Barkhanoev","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/malik-ruslanovich-barkhanoev","20 July 2017"
"11-","QDi.406","Murad Iraklievich Margoshvili","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/murad-iraklievich-margoshvili","20 July 2017"
"11-","QDi.407","Oman Rochman","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/oman-rochman","20 July 2017"
"11-","QDi.408","Alexanda Amon Kotey","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/alexanda-amon-kotey","20 July 2017"
"11-","QDi.409","Elshafee El Sheikh","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/elshafee-el-sheikh","20 July 2017"
"11-","QDi.410","SHANE DOMINIC CRAWFORD","https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/individual/shane-dominic-crawford","18 August 2017"
